Judul Berita,Link Berita,Link Gambar
"Mengenal Babarsari, Daerah di Yogya yang Disebut Mirip Gotham City",https://www.cnnindonesia.com/nasional/20220706093551-20-817838/mengenal-babarsari-daerah-di-yogya-yang-disebut-mirip-gotham-city,https://akcdn.detik.net.id/visual/2022/07/04/sejumlah-ruko-dan-kendaraan-bermotor-rusak-buntut-ricuh-di-babarsari-sleman-2_169.jpeg?w=280&q=90
"VIDEO: Emosi Kakak Dilecehkan, Pria Bunuh Juragan Limbah",https://www.cnnindonesia.com/tv/20220630080722-400-815347/video-emosi-kakak-dilecehkan-pria-bunuh-juragan-limbah,https://akcdn.detik.net.id/visual/2022/07/01/pria-bunuh-juragan-limbah_169.jpeg?w=280&q=90
"VIDEO: Sakit Hati Tak Dipinjami Uang, Pasutri Dibunuh Mantan Karyawan",https://www.cnnindonesia.com/tv/20220628154447-407-814590/video-sakit-hati-tak-dipinjami-uang-pasutri-dibunuh-mantan-karyawan,https://akcdn.detik.net.id/visual/2022/06/28/thumbnail-2_169.jpeg?w=280&q=90
VIDEO: 2 suami Ini Tega Habisi Nyawa Istri Tercinta,https://www.cnnindonesia.com/tv/20220628143118-407-814534/video-2-suami-ini-tega-habisi-nyawa-istri-tercinta,https://akcdn.detik.net.id/visual/2022/06/28/thumbnail-video-10_169.jpeg?w=280&q=90
"VIDEO: Kesal Tak Berhenti Menangis, Ibu Bunuh Bayinya Sendiri",https://www.cnnindonesia.com/tv/20220627153101-407-814076/video-kesal-tak-berhenti-menangis-ibu-bunuh-bayinya-sendiri,https://akcdn.detik.net.id/visual/2022/06/27/thumbnail-video-15_169.jpeg?w=280&q=90
"Pria Dibegal Hingga Disiram Air Keras di Jaktim, 3 Pelaku Ditangkap",https://www.cnnindonesia.com/nasional/20220624200223-12-813312/pria-dibegal-hingga-disiram-air-keras-di-jaktim-3-pelaku-ditangkap,https://akcdn.detik.net.id/visual/2018/08/31/2ae3c978-4069-41f9-a855-734e9ce558c1_169.jpeg?w=280&q=90
VIDEO: Mantan Satpam Curi Aset Kantor,https://www.cnnindonesia.com/tv/20220621150224-405-811693/video-mantan-satpam-curi-aset-kantor,https://akcdn.detik.net.id/visual/2022/06/21/mantan-satpam-mencuri-aset-kantor_169.jpeg?w=280&q=90
VIDEO: Juru Parkir Gagalkan Penjambretan,https://www.cnnindonesia.com/tv/20220602091815-400-803766/video-juru-parkir-gagalkan-penjambretan,https://akcdn.detik.net.id/visual/2022/06/02/juru-parkir-gagalkan-penjambretan_169.jpeg?w=280&q=90
YLBHI Kritik Pasal Zina RKUHP Berpotensi Picu Perkawinan Anak,https://www.cnnindonesia.com/nasional/20220528035748-12-802074/ylbhi-kritik-pasal-zina-rkuhp-berpotensi-picu-perkawinan-anak,https://akcdn.detik.net.id/visual/2020/09/02/pernikahan-anak-di-indonesia_169.jpeg?w=280&q=90
Kejagung Limpahkan Berkas Perkara Ekspor CPO Bulan Depan,https://www.cnnindonesia.com/nasional/20220528024736-12-802071/kejagung-limpahkan-berkas-perkara-ekspor-cpo-bulan-depan,https://akcdn.detik.net.id/visual/2022/04/24/bingkai-sepekan-edisi-25-april-2022-7_169.jpeg?w=280&q=90
"VIDEO: Keji, Siswi Madrasah Aliyah Diperkosa dan Dibunuh Kakak Ipar",https://www.cnnindonesia.com/tv/20220527172114-407-801925/video-keji-siswi-madrasah-aliyah-diperkosa-dan-dibunuh-kakak-ipar,https://akcdn.detik.net.id/visual/2022/05/27/thumbnail-video-9_169.jpeg?w=280&q=90
"Dituduh Aniaya Staf Restoran, Benny Harman Akan Lapor Balik ke Polisi",https://www.cnnindonesia.com/nasional/20220527010503-12-801589/dituduh-aniaya-staf-restoran-benny-harman-akan-lapor-balik-ke-polisi,https://akcdn.detik.net.id/visual/2017/09/15/be489138-602e-4949-99ea-167ebc0e78f8_169.jpg?w=280&q=90
"Incar Harta, Pria di Kabupaten Dairi Bunuh Nenek Kandung",https://www.cnnindonesia.com/nasional/20220526231837-12-801583/incar-harta-pria-di-kabupaten-dairi-bunuh-nenek-kandung,https://akcdn.detik.net.id/visual/2020/11/23/ilustrasi-wanita-di-borgol-dan-penjara-3_169.jpeg?w=280&q=90
"Tak Ada Tersangka, Kokain 179 Kg di Selat Sunda Akan Dimusnahkan",https://www.cnnindonesia.com/nasional/20220526052335-12-801340/tak-ada-tersangka-kokain-179-kg-di-selat-sunda-akan-dimusnahkan,https://akcdn.detik.net.id/visual/2022/02/03/ilustrasi-kokain_169.jpeg?w=280&q=90
ICJR Harap Aturan Pelecehan Seksual Fisik di RKUHP Sesuai UU TPKS,https://www.cnnindonesia.com/nasional/20220526033437-12-801334/icjr-harap-aturan-pelecehan-seksual-fisik-di-rkuhp-sesuai-uu-tpks,https://akcdn.detik.net.id/visual/2018/09/20/6bd4047e-8377-44c5-b278-8c441a08aac9_169.jpeg?w=280&q=90
Polda Metro Buka Suara soal Aksi Saling Lapor Perwira dan Mertua,https://www.cnnindonesia.com/nasional/20220526024220-12-801332/polda-metro-buka-suara-soal-aksi-saling-lapor-perwira-dan-mertua,https://akcdn.detik.net.id/visual/2022/01/13/endra-zulpan_169.jpeg?w=280&q=90
Pria di Bekasi Bunuh Calon Kakak Ipar Buntut Ditegur Merokok,https://www.cnnindonesia.com/nasional/20220524234602-12-800803/pria-di-bekasi-bunuh-calon-kakak-ipar-buntut-ditegur-merokok,https://akcdn.detik.net.id/visual/2019/09/21/9a936df0-4970-4683-a9b4-9c95b01d4b47_169.jpeg?w=280&q=90
VIDEO: 5 Ekor Burung di Park and Zoo Bandung Dicuri,https://www.cnnindonesia.com/tv/20220524154128-407-800615/video-5-ekor-burung-di-park-and-zoo-bandung-dicuri,https://akcdn.detik.net.id/visual/2022/05/24/thumbnail-video-11_169.jpeg?w=280&q=90
Sekjen PAN Belum Buka Peluang Mediasi dengan Kuasa Hukum Ade Armando,https://www.cnnindonesia.com/nasional/20220524033327-12-800336/sekjen-pan-belum-buka-peluang-mediasi-dengan-kuasa-hukum-ade-armando,https://akcdn.detik.net.id/visual/2019/05/04/671d0acf-5104-4c2a-bee2-ace611b5402c_169.jpeg?w=280&q=90
"Korban Geruduk Pelaku Arisan Bodong di Makassar, Ngaku Rugi Rp4 M",https://www.cnnindonesia.com/nasional/20220524035347-12-800337/korban-geruduk-pelaku-arisan-bodong-di-makassar-ngaku-rugi-rp4-m,https://akcdn.detik.net.id/visual/2022/05/24/pelaku-investasi-bodong-di-makassar_169.jpeg?w=280&q=90
Dua Pria di Medan Ditangkap Usai Curi Seng Rumah Polisi,https://www.cnnindonesia.com/nasional/20220524005847-12-800323/dua-pria-di-medan-ditangkap-usai-curi-seng-rumah-polisi,https://akcdn.detik.net.id/visual/2021/09/08/ilustrasi-tindakan-kriminal-3_169.jpeg?w=280&q=90
"Modus Usir Jin, Ketua Yayasan di Banyuwangi Cabuli Anak Asuh",https://www.cnnindonesia.com/nasional/20220524000033-12-800320/modus-usir-jin-ketua-yayasan-di-banyuwangi-cabuli-anak-asuh,https://akcdn.detik.net.id/visual/2018/12/03/55046dbb-b55c-46e0-b27b-7d77d95b5f2c_169.jpeg?w=280&q=90
Begal Perampas Tas di Bandung Tewas Dihakimi Warga,https://www.cnnindonesia.com/nasional/20220523233236-12-800309/begal-perampas-tas-di-bandung-tewas-dihakimi-warga,https://akcdn.detik.net.id/visual/2019/03/12/377319e6-59b5-43ea-bf0a-8ce30d8200f5_169.jpeg?w=280&q=90
VIDEO: Rampok Minimarket dan Bobol Toko HP,https://www.cnnindonesia.com/tv/20220519173107-407-798690/video-rampok-minimarket-dan-bobol-toko-hp,https://akcdn.detik.net.id/visual/2022/05/19/rampok-minimarket-dan-bobol-toko-hp_169.jpeg?w=280&q=90
VIDEO: Teror Pelemparan Batu,https://www.cnnindonesia.com/tv/20220519161320-407-798649/video-teror-pelemparan-batu,https://akcdn.detik.net.id/visual/2022/05/19/teror-pelemparan-batu_169.jpeg?w=280&q=90
"VIDEO: Kejam, Seorang Perempuan Tega Habisi Nyawa Ayah Dengan Batu",https://www.cnnindonesia.com/tv/20220519160552-407-798629/video-kejam-seorang-perempuan-tega-habisi-nyawa-ayah-dengan-batu,https://akcdn.detik.net.id/visual/2022/05/19/thumbnail-10_169.jpeg?w=280&q=90
VIDEO: Kawanan Bajing Loncat Ditangkap Polisi,https://www.cnnindonesia.com/tv/20220513125514-400-796361/video-kawanan-bajing-loncat-ditangkap-polisi,https://akcdn.detik.net.id/visual/2022/05/13/kawanan-bajing-loncat-ditangkap-polisi_169.jpeg?w=280&q=90
VIDEO: Cinta Segitiga Berakhir Duka di Kulon Progo dan Sampang,https://www.cnnindonesia.com/tv/20220511155150-407-795556/video-cinta-segitiga-berakhir-duka-di-kulon-progo-dan-sampang,https://akcdn.detik.net.id/visual/2022/05/11/thumbnail-video-6_169.jpeg?w=280&q=90
Mahasiswa ISI Yogyakarta Tewas Ditusuk Usai Cekcok di Selokan Mataram,https://www.cnnindonesia.com/nasional/20220509110513-20-794428/mahasiswa-isi-yogyakarta-tewas-ditusuk-usai-cekcok-di-selokan-mataram,https://akcdn.detik.net.id/visual/2019/10/10/e967c364-0f29-4bad-9aed-59b790fb2e8d_169.jpeg?w=280&q=90
VIDEO: Aksi Curanmor Modus Pura-pura Jadi Pemulung,https://www.cnnindonesia.com/tv/20220428165624-407-791099/video-aksi-curanmor-modus-pura-pura-jadi-pemulung,https://akcdn.detik.net.id/visual/2022/04/28/aksi-curanmor-modus-pura-pura-jadi-pemulung_169.jpeg?w=280&q=90
"VIDEO: Geng Motor Bunuh Warga, Polda Sumut Tangkap 7 Pelaku",https://www.cnnindonesia.com/tv/20220422154636-407-788465/video-geng-motor-bunuh-warga-polda-sumut-tangkap-7-pelaku,https://akcdn.detik.net.id/visual/2022/04/22/thumbnail-video-23_169.jpeg?w=280&q=90
